sample_name	MerP_Gneg	aadA1	aafC	abaF	acrF	adeC	adeD	adeE	agg3C	aggC	aggD	ail	air	alo	alpha-1	alpha-5	amvA	ariR	arsA	arsB_R773	arsB_pI258	arsB_pYV	arsC_gluta	arsC_thio	arsD	arsH	arsN2	arsP	arsR_R46	arsR_pI258	arsR_pKW301	arsR_pSX267	arsR_pYV	aut	bepD	bepE	bepG	beta-4	bimA_Bm	bind_CopB	blaEC	blaEC-5	blaEC-8	bonA	bont_DC	cadC_Lm	cadC_Sa	cadR	capA	capB	capC	capD	cesB	cesC	cesD	chrA	chrR_I	clpL	cnf1	cnrA	cnrC	cnrT	copA_Ehir	copB_Ehir	copC_Psyr	copR	copS	cpb2	cueA	cvaB	cytK1	dpsA	eat(A)	eatA	ehxA	eilA	emhA	emhB	emhC	emrD	emrD3	entFM	epeA	epsilon-1	epsilon-2	epsilon-7	espC	espF	espP	espX1	f17a	farB	fdeC	gamma-1	gamma-5	golS	golT	gyrA	hblD	hld	hlyE	hmrM	ibeA	iha	inhA1	inhA2	inlK	inl_lmo0610	iota-1	ireA	iroD	iroE	iroN	iss	iucB	iucC	iucD	iutA	kdeA	lambda-2	lmrC_abcf	lmrS	lpfA-O113	lpfA1	mchF	mco	mdsA	mdsB	mdtM	mepA	merA	merB	merB1	merC	merD	merE	merF	merR_Bc1	merR_Bc2	merR_Ps	merT	merT_pI258	mexA	mexE	mexX	mrdH	mreA	mtrA_Ngon	mtrC	mtrF	mtrR	multi_CopA	ncrA	ncrB	ncrC	ncrY	nfaE	nheB	nheC	nirB	nirD	norM-Burk	nreB	pet	pfoA	pic_auto	plcA	plcR	pmrA	qacR	ranA	ranB	rho-1	rho-3	rpeA	sab	sat_auto	scn	sdeA	sdeB	seb	sec2	sed	see	seh	sej	sek	selV	selX	senB	sep	sepA	sigA	silA	silB	silC	silE	silP	sinH	sodC1	sph	splA	splB	splE	srpA	srpB	srpC	srpR	srpS	sslE	tbtA	tbtB	tbtM	tccC	tccP	tccP2	tcrB	terB	terC	terD	terE	terW	terZ	tir	tsh	ttgA	ttgB	ttgD	ttgE	ttgR	vac_auto	virF_Yersin	ybtQ	yfeA	yfeB	yfeD	ymoA
N02_2_4	0.0	0.0	2.19096	1.3457	110.295	0.219627	1.92096	24.9279	0.0	1.4242	4.32536	7.30101	0.0	0.270144	0.0670023	0.899387	5.13407	20.2569	67.5859	80.3115	26.8864	77.2814	71.2154	4.32406	37.7698	26.2538	0.0275272	0.137026	68.9202	0.899746	74.7914	0.899746	4.96647	7.1171	0.0	8.02993	7.64209	0.0	18.1032	1.97285	0.968476	0.968476	0.968476	0.0363328	0.0	0.0984097	0.0640063	0.0	0.0	0.49099	1.0497	0.0372059	0.387474	27.339	0.0	0.0	6.27296	28.3978	0.0	0.0913739	0.0	0.0	20.8823	25.2383	0.0309952	50.8676	20.2091	0.236775	22.1483	8.95965	0.0	0.0	10.7249	1.6356	0.0	0.0	19.9471	35.726	5.98945	53.196	0.0	0.0186559	6.38505	0.0	0.0	0.0	4.4096	0.0	2.63838	0.0	0.0216285	8.27492	0.0	0.0	0.0	0.0507921	16.1222	0.0134501	0.0	0.0	0.0	1.85391	0.0	1.00672	0.0	0.0	0.0065716	0.0	0.0	2.55318	0.0	2.80113	7.47099	0.0	0.411078	0.636868	0.723731	18.23	58.6819	0.0	31.3268	1.94773	0.164875	0.0	8.94838	3.47728	0.0	17.1621	49.8322	0.0870882	0.705644	0.0	0.0	0.0	3.48467	1.7938	0.0	0.0	0.0	0.0	0.0	0.0	22.4087	2.59896	0.941957	12.2049	0.0	0.0	1.81093	0.0884582	0.130591	20.3138	0.0	0.0	10.2116	0.0	5.79347	0.0	0.0	0.0	0.0	0.00850192	0.679664	6.22046	1.12356	22.6141	0.0	0.0	1.50567	0.333239	5.50182	0.0	0.89748	1.01436	2.09471	1.31121	1.28783	0.0	20.4473	33.2414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1369	0.890738	129.856	100.236	110.662	84.6323	95.4133	1.23854	2.80855	0.162565	0.0	0.0	0.0	18.1814	35.9898	5.62461	0.202338	0.0605598	0.243274	9.28083	35.5102	5.03396	0.0	0.0	0.0	6.33919	3.26306	6.17117	5.52726	4.44894	3.10369	2.32146	0.0	1.0198	13.0463	50.5026	10.1956	14.6703	3.46999	2.48418	0.0	5.58037	12.5526	23.7111	10.792	32.1858
N03_1_4	0.0	0.0	0.0	0.0	4.78347	0.0	0.0	2.78241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.771792	7.45296	23.5474	5.18323	0.0249932	12.0452	0.0	0.0	0.0	1.65097	0.0	8.38247	0.0	9.05848	0.0	4.71346	0.0	4.26086	1.61109	0.0	16.3405	0.0	0.0	0.0	0.0	0.16648	0.0	1.36046	0.0	0.0	0.0	3.35822	7.16904	0.0	0.612677	26.9823	0.0	0.0	4.85856	74.9827	0.0	0.0	0.0	0.0	27.895	26.2895	0.0	7.12865	0.973492	0.0	18.3055	10.0124	0.0	0.0	18.914	0.0	0.0	0.0	0.0	4.95182	0.0	0.0	0.0	0.361631	0.0	0.0	0.0	0.0	0.0	0.0170626	0.0	0.0	0.0	0.0488079	0.0	0.0	0.0	0.0	17.7498	0.0	0.0	0.0	0.0	0.0	0.0	1.2289	0.0	0.0	0.0118498	0.0	0.0	0.0	0.0	0.0	0.00979043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.6494	19.4865	0.0	0.0	10.0937	10.3098	0.026032	8.0727	0.0	0.0392592	0.355527	0.0	0.0	0.0	0.0	0.0	0.0	0.0800533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0235035	0.060153	0.319014	0.10092	0.00628147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00516974	0.0	0.0	1.49059	0.863785	14.5113	0.0	0.0	0.0	0.0	9.23442	0.0	0.0	0.0	0.0474107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230061	0.0	0.0	0.0	13.1379	0.0	0.0	2.82666	0.0	0.0	0.0148495	0.0	3.80591	0.0226053	0.0	0.0	0.0443337	0.0	2.03044	0.0	0.0	0.0	0.0	24.8632	0.0	0.0102278	4.67074	3.88175	0.0	3.07583	0.0	0.0	0.0	5.23744	0.0	2.25416	0.0	0.00515473	0.0	4.5411	0.0	9.21314	3.42993	0.0
N03_2_2	2.31607	0.0288255	0.0	0.0	0.647028	0.0	0.121759	0.300875	0.0	0.0	0.0	0.0	0.0	0.0	0.0161914	0.0	0.0	0.0	3.57041	2.76081	5.14998	2.30068	0.375138	2.01779	1.44652	0.0653213	0.0	0.0963283	0.0	2.17427	0.0	2.17427	0.0	0.0	0.0	0.38339	0.410583	0.0	13.0714	0.0231305	0.0805284	0.0805284	0.0805284	0.301164	0.0	0.0	0.0	0.0	0.110824	0.851004	2.84104	0.12947	0.544783	19.7024	0.0	0.0	4.84269	7.6747	0.0	0.190778	0.0	0.0	8.27894	6.40622	0.0	7.21632	0.64101	0.0	5.89341	2.4931	0.0	0.0933734	1.7316	0.0111338	0.0	0.0	0.0788594	0.339021	0.0468784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091686	0.0	0.176602	0.0	0.0	0.0	0.0	0.0	0.0	6.58264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0222839	0.0	0.0	0.0209929	0.155305	0.0	0.0	0.0	0.0	0.0185157	0.0	17.7611	6.73978	0.0	0.0	2.4931	0.262978	0.093031	0.626955	0.111094	0.101017	0.0267485	0.0	0.0	0.0	0.0	0.0	0.0	0.343305	0.0	0.472341	0.260169	0.0	0.0396351	0.0	0.153349	0.0402642	0.0	0.0	0.0	0.156759	0.0	0.0855049	0.0	0.0	0.040371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0380497	1.28845	1.88045	0.179762	0.0	0.0	0.0	0.0371994	0.0	0.0	0.0	0.123444	0.0	0.0	0.0	0.0	0.125784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246652	0.123595	0.0494152	0.0	6.32778	0.0	0.0	0.561205	0.0	0.0	0.0	0.0397386	0.543567	0.290826	0.0	0.0	0.020013	0.0	0.34888	0.12763	0.0	0.0	0.0	15.4874	0.0	0.0	0.0788594	0.0	0.0	0.0	0.0529387	0.0	0.197661	0.463402	0.0794771	0.0654149	0.0	0.0	0.0	5.12816	0.0471203	3.53593	0.0	0.447643
N03_2_3	0.0	0.0	0.0	0.0	0.358199	0.0418722	0.0650415	0.164642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.400941	1.70167	4.74198	1.34999	0.137412	3.51076	0.443465	0.0	0.0	0.154371	0.0826798	1.85833	0.0833865	1.76541	0.0455898	0.187292	0.0	0.0927397	0.113444	0.0	11.1463	0.0444812	0.0	0.0	0.0	0.025288	0.0	0.0	0.0	0.0	0.0	0.419622	1.20327	0.0184428	0.105492	2.42235	0.0	0.0	0.599981	2.34564	0.0	0.149469	0.0465691	0.0	2.74059	1.40589	0.0	2.06058	0.0948229	0.0	1.58936	0.307063	0.0	0.119708	0.41868	0.0142739	0.0	0.0	0.0	0.212695	0.1202	0.0246993	0.0	0.0115595	0.00717369	0.0	0.0	0.0	0.0	0.0195908	0.0	0.0	0.0	0.00960258	0.00688512	0.0	0.0	0.094415	1.31703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0305838	0.0201853	0.0	0.0	0.0	0.0	0.0	0.094951	0.0	3.16944	2.95121	0.0	0.0	0.307063	1.25377	0.0119269	0.170919	0.0830822	0.0215846	0.572874	0.0	0.0	0.0	0.0	0.0	0.0	0.44013	0.0	0.0672843	0.0	0.0	0.0762205	0.0705269	0.0982994	0.0387152	0.0	0.0646107	0.0	0.0274051	0.0	0.0704703	0.0112658	0.0	0.0388178	0.0	0.0	0.0	0.0	0.0	0.0	0.0210717	0.0	0.0	0.0	0.00711095	0.0	0.0	0.0487811	0.825923	0.508529	0.134436	0.0	0.0	0.0	0.095382	0.0	0.0	0.0	0.0605109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00714741	0.0	0.213911	0.0792268	0.105587	0.135503	1.425	0.0	0.0	0.287794	0.0	0.0809645	0.0	0.0	0.236937	0.176068	0.0	0.0	0.00320717	0.0254732	0.209661	0.12272	0.0	0.0	0.0	0.891919	0.0	0.0	0.101101	0.0508136	0.0	0.0	0.0169673	0.00707998	0.0633521	0.269201	0.0254732	0.0792052	0.0	0.0	0.0	0.616866	0.0	0.377766	0.130956	0.143474
N03_2_4	0.0	0.0	0.0	0.0122852	15.6437	0.0	0.014087	4.83434	0.0	0.0	0.396719	0.531214	0.0	0.0	0.0	0.134732	0.235736	1.0684	16.5896	18.4278	6.75685	17.9732	16.6663	2.44121	11.6567	0.906889	0.0	0.0668687	21.5782	1.4087	17.2927	1.4087	1.43174	8.13137	0.0	3.46986	2.0246	0.0	24.5315	0.212304	0.0	0.0	0.0	0.187019	0.0	1.14457	0.0	0.0	0.0	0.159047	0.598698	0.0	0.389993	39.873	0.0	0.0	11.5257	63.9535	0.0	0.0	0.0	0.0	31.1806	33.1191	0.0	13.5253	4.27859	0.0	24.6258	16.7321	0.0	0.0	15.985	0.0	0.0	0.0	1.5191	7.17536	0.846088	7.39568	0.0	0.675976	0.0	0.0	0.0	0.0	0.0	0.0212154	0.0	0.0	0.0290254	0.840654	0.0	0.0	0.0	0.0	21.8506	0.0	0.0	0.0	0.0	0.261291	0.0	1.05501	0.0	0.0	0.0	0.0537216	0.0	0.247502	0.0	0.977038	1.04195	0.0	0.0	0.0	0.0	2.28048	7.33913	0.0	52.2894	1.73525	0.0	0.0	16.8606	0.764441	0.0387479	6.96847	4.78136	0.140247	1.03053	0.0	0.0	0.0	0.0	0.0	0.0	0.079438	0.0	0.0	0.0	0.0	2.03601	0.381877	0.0532255	1.03417	0.0	0.0	0.29419	0.0494628	0.0	2.17919	0.0	0.0	1.19104	0.0	0.958541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09034	0.642859	14.359	0.0	0.134447	0.14565	0.00429831	6.1975	0.0	0.0	2.73469	3.49823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.1831	13.2862	11.8345	10.712	30.2935	0.166211	0.0	0.0311659	0.0	0.0	0.0	1.35169	7.09381	0.729025	0.0246852	0.0	0.0312582	0.868944	5.89818	0.675556	0.0	0.0	0.0	11.3231	0.0	0.0	6.04902	3.93446	0.0	2.97994	0.00980079	0.0	2.14049	9.33382	1.3379	2.53284	0.100145	0.011509	0.0	7.83165	0.932228	14.7807	7.69349	4.81651
N04_1_2	0.305666	0.0	0.0	0.0	0.835488	0.0	0.206223	0.352533	0.0	0.0	0.0277879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625988	5.26457	12.5565	5.05203	0.544603	2.23692	0.232408	0.362077	0.0	0.177983	0.0	2.14258	0.0	2.00866	0.0	0.0	0.0	0.354189	0.255054	0.0	304.697	0.0854751	0.0371975	0.0371975	0.0371975	0.0231115	0.0	0.0	0.0571571	0.0	0.187703	2.81213	7.59275	0.0531594	0.519017	2.28726	0.0	0.0	0.0375953	5.3949	0.0	0.502632	0.0	0.0	8.61408	0.603138	0.0	4.8788	0.0303686	0.0	3.54159	0.553173	0.0	0.129393	0.75776	0.0205716	0.0	0.0	0.127493	0.566424	0.389772	0.0355966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112937	0.0	0.0296638	0.0	0.220993	0.00992283	0.0	0.00751907	0.408213	2.59836	0.00800721	0.0	0.0	0.0467131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0926397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0855271	0.0	3.86604	21.3395	0.0	0.0	0.553173	1.56398	0.0859453	0.466026	0.102633	2.69081	0.0370668	0.0	0.0	0.0	0.0	0.177983	0.0	0.0	0.0	2.08486	0.600883	0.0	0.146465	0.0508216	0.212504	0.14879	0.0	0.0465585	0.238316	0.065827	0.0	0.0451385	0.0974179	0.0	0.111888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0337186	0.0	0.0	0.0	0.0	0.0	1.05455	2.19465	2.00866	0.221428	0.0	0.0	0.0	0.0638228	0.0108493	0.36053	0.0355067	0.167708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58527	0.0	0.0	0.0	0.0	0.55626	0.244675	0.197823	0.0	4.95105	0.0	0.0	1.03692	1.132	1.54609	0.411818	0.0367119	0.676251	0.268675	0.0	0.0	0.00924435	0.165204	0.6379	0.265295	0.0	0.0	0.0	2.58075	0.0	0.0	0.0	0.0732326	0.0	0.0	0.0373292	0.0	0.182606	0.755877	0.0734238	0.208157	0.0333191	0.0	0.0	0.853933	0.0	0.520765	0.0235917	0.0
N04_1_3	12.6534	0.0	0.0	0.0	15.2291	0.0	2.60762	5.72517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91029	10.2875	19.059	11.9119	5.57465	6.17335	1.53933	2.29826	0.0	0.294713	0.789232	9.31294	0.795977	9.0912	0.0	1.2596	0.467987	7.32553	5.99926	0.0	284.548	1.13227	0.0	0.0	0.0	0.170739	0.0	0.0	0.378575	1.10119	0.0	2.50348	6.82949	1.62844	0.729201	21.7674	0.0	0.223332	0.996036	39.2332	0.0	8.97138	0.388965	0.595287	27.0241	10.58	0.549977	27.1962	0.704002	0.0	24.0409	6.02876	0.0	4.85644	5.66955	0.0	0.0	0.0	1.44761	8.47433	5.16323	0.353656	0.0	0.0	0.359507	0.0	0.196268	0.0	0.0	3.17911	0.0	0.785902	0.0	0.960568	0.0492922	0.199207	0.0	3.00417	15.9894	0.0253897	0.0	0.0	0.0	2.55355	0.0	0.20071	0.0	0.0	0.0	0.0	0.19857	1.12492	0.0	0.0	0.89918	0.0	0.0	0.0	0.0	0.0	0.056648	0.198359	34.6489	19.1196	0.0	0.0	6.02876	3.87201	1.30928	9.26002	0.453184	1.23623	0.941114	0.0	0.0	0.32792	7.44272	1.17885	0.0	7.87748	0.0	28.7416	19.3025	0.0	3.33471	0.0	2.75635	1.72462	2.42524	0.0	0.112747	0.697598	0.662057	0.784798	3.44127	2.32823	1.42041	0.0	0.0	0.0	0.0	2.32823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.407441	12.0723	7.46114	1.19162	0.0	0.0	0.113665	4.53615	0.0538943	0.0	0.0	3.73228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102415	0.0	11.164	1.45852	3.27565	0.0	27.713	0.0	0.0	2.74718	1.77577	0.289822	0.0	0.97263	10.8651	6.47556	0.0	0.0	0.290838	3.22184	8.96159	4.34408	0.0	0.0	0.0	9.2016	0.0	0.0	3.25712	3.15282	0.0	1.31336	0.0845094	0.23654	4.05173	10.8104	0.911841	4.53639	0.662057	0.0	0.0	7.24426	8.07313	12.3075	7.26597	0.684775
N04_1_4	0.0	0.0	0.0	0.0	3.38421	0.0	0.0	3.59661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24838	2.20613	6.65611	2.093	0.0	1.90415	0.0	0.0	0.0	0.487507	0.0	2.77989	0.0	2.62545	0.0	16.6405	0.0	3.46826	4.20108	0.0	243.989	0.0	0.0	0.0	0.0	0.0943149	0.0	0.0	1.45021	0.109568	0.0	0.976449	1.99998	0.0153271	0.266035	32.7652	0.0	0.0	20.3351	96.9741	0.0	0.0	0.851438	0.0	30.8951	54.8649	0.0	14.3288	3.68848	0.0	23.7957	18.8607	0.0	0.0	26.8649	0.0	0.0	0.0	0.0	5.55648	0.0	0.0	0.0	0.0	0.655795	0.0	0.264856	0.0	0.0	0.0	0.0	0.0	0.0	1.11505	0.0	0.268822	0.0	0.0	20.456	0.0	0.0	0.0	0.0	8.33469	0.0	0.500926	0.0	0.0	0.148895	0.0412272	0.267962	1.24647	0.0197756	0.0	1.36438	0.0	0.0	0.0	0.0	0.0	0.0	0.267677	46.8234	10.8556	0.0	0.0	18.8607	1.06823	0.0	5.16732	0.0	7.821	2.27993	0.0	0.0	0.0	0.0	0.0	0.0	18.8984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0303671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00590532	0.0	0.0	5.2094	0.0	21.3187	0.0	0.0	0.0	0.64653	17.2182	0.0	2.49477	0.0	0.02321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41808	0.0	0.0	0.00593993	0.0	0.0	0.0	0.0	0.0	25.7294	0.0	0.0	0.478349	7.42089	6.1567	1.79801	0.0	3.42081	0.0	0.0	0.0	1.08213	0.0	1.55655	0.0	0.0	0.0	0.0	19.7055	0.0	0.0	1.72243	1.30911	0.0	0.748432	0.0144528	0.635461	0.0	6.58053	0.0	1.99022	0.0	0.0	0.0	14.5297	18.902	47.2831	32.7313	0.0
N04_2_2	0.203984	0.0	0.0	0.0	0.507693	0.0	0.075066	0.307648	0.0	0.0	0.0	0.0	0.0	0.0	0.0399287	0.0	0.0	0.0	1.42998	1.44022	2.98955	1.39658	0.264317	0.995194	0.465285	0.0	0.0	0.0	0.0	0.357457	0.0	0.357457	0.0	0.0163757	0.0	0.276503	0.192029	0.0	237.453	0.0285205	0.0248234	0.0248234	0.0248234	0.125759	0.0	0.0	0.0	0.0	0.0455498	1.00895	1.2511	0.0	0.339364	7.23025	0.0	0.0	2.7096	4.36554	0.0	0.418195	0.0	0.0	3.96984	1.57226	0.0	5.01519	0.222928	0.0	2.38697	0.926244	0.0	0.057566	0.655517	0.0	0.0	0.0	0.121545	0.284611	0.250477	0.0475101	0.0	0.0	0.00689945	0.0	0.0	0.0	0.0	0.150735	0.0	0.0	0.0	0.0921734	0.0	0.0	0.0	0.242148	2.44727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0313297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0913212	0.0	6.57339	13.5969	0.0	0.0	0.926244	0.16213	0.0458839	0.302112	0.0456606	2.01366	0.0494723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.258848	0.160397	0.0	0.0488711	0.0226102	0.0709062	0.0744703	0.0	0.0621408	0.0454395	0.0175716	0.0	0.075307	0.303385	0.0	0.0746678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.328414	0.595762	0.905719	0.0738839	0.0	0.0	0.0	0.0720781	0.0	0.0	0.0	0.143256	0.21086	0.562292	0.108686	0.0	0.0775476	0.0	0.0	0.50826	0.459963	0.0	0.0	0.0	0.0	0.429358	0.0870836	0.0812403	0.0	2.61594	0.0	0.0527149	0.249113	0.318076	0.467216	0.314084	0.0	0.223411	0.239064	0.0	0.0	0.0308457	0.0489987	0.268861	0.1377	0.0	0.0277611	0.0271978	2.07197	0.0	0.0	0.0972358	0.0977422	0.0	0.0	0.0334519	0.0	0.0243721	0.330333	0.0979974	0.0627343	0.0	0.0	0.0	1.65495	0.0	0.600275	0.157437	0.0
N04_2_3	0.0	0.0	0.0	0.0	0.289129	0.0	0.0	0.243007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167374	0.0	0.0	0.876493	2.56394	6.39153	2.3808	0.110915	1.49147	0.260329	0.0675962	0.0	0.0	0.0	2.54998	0.0	2.47499	0.0	1.63546	0.0	0.134743	0.227092	0.0167552	298.77	0.023936	0.0	0.0	0.0	0.0706944	0.0	0.0	0.0	0.0	0.0382279	0.762092	1.20749	0.0	0.369964	8.0098	0.0	0.0	2.82151	11.8404	0.0	0.0584955	0.0	0.0	7.29082	4.33861	0.0	7.09425	0.0510256	0.0	4.14471	1.41952	0.0	0.0	3.36375	0.0172823	0.0	0.0	0.0408029	0.194075	0.0323407	0.0	0.0	0.0365427	0.0	0.0165963	0.0165963	0.0165963	0.0	0.026076	0.006053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33484	0.0	0.0	0.0	0.0	0.0169354	0.0	0.316808	0.0	0.0	0.0131468	0.0133474	0.0	0.392018	0.0	0.0	0.021724	0.0	0.0	0.0	0.0	0.0107581	0.0	0.0	10.2617	23.7067	0.0	0.0439942	1.41952	0.510256	0.0	0.298294	0.0	17.9974	0.12456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10862	0.201922	0.0	0.0	0.0	0.0	0.0416664	0.0	0.052152	0.0	0.0147471	0.0373221	0.0505615	0.0	0.0	0.0417769	0.0558507	0.0	0.0	0.0	0.0	0.047727	0.0340171	0.0	0.0	0.0	0.0	0.0	0.0	0.767808	1.08333	2.28039	0.0310038	0.0	0.0	0.00640761	2.04023	0.0	0.942302	0.0	0.0300571	0.0589884	0.117977	0.0	0.0	0.0	0.0	0.0	0.0	7.79775	0.0	0.0	0.0	0.0	0.0900853	0.0	0.0340907	0.0	4.6677	0.0	0.0	0.696898	5.77274	2.58142	1.15324	0.0	0.254998	0.133757	0.0	0.0	0.0880172	0.0205612	0.15795	0.049528	0.0	0.0	0.0684779	2.8465	0.0	0.0	0.0816057	0.0	0.0	0.0	0.153318	0.0	0.0	0.382134	0.0	0.1053	0.0	0.0	0.0	1.80823	0.0487613	1.61741	0.66065	0.0
N04_2_4	0.0	0.0	0.0	0.0	9.72087	0.0	0.0	10.0848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19282	2.31723	4.47042	2.33774	0.0	1.00202	0.0728743	0.0	0.0	0.139522	0.0	2.09948	0.0753658	1.93152	0.0824093	16.0352	0.0	7.89578	8.54711	0.0	324.56	0.0	0.0	0.0	0.0	0.023413	0.0	0.0	0.430136	0.0	0.0214024	0.303408	0.117571	0.0	0.22028	36.4489	0.0	0.0	16.0324	130.904	0.0	0.0	0.0	0.0	39.244	58.214	0.0	8.96983	2.65618	0.0	30.9175	15.6551	0.0	0.0	26.3478	0.0	0.0	0.0	0.0	9.82913	0.0	0.0	0.0	0.0	0.0778041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13859	0.0	0.0	0.0	0.0	29.9204	0.0	0.0216653	0.0	0.0	0.682668	0.0	0.0253385	0.0	0.0	0.0736043	0.0149454	0.0	4.45408	0.0	0.0	0.158112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.942	11.476	0.0	0.0	15.6551	0.0	0.0215594	12.0577	0.0	9.83223	1.19327	0.0	0.0	0.0	0.0	0.0	0.0	1.06079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0213506	0.0660509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8137	0.0	36.8032	0.0	0.0	0.0	0.0502234	27.0137	0.0	3.31609	0.0	0.0336557	0.0	0.0660509	0.0680911	0.0	0.0	0.0	0.0	0.0	4.62502	0.0	0.0	0.0452526	0.0	0.0336236	0.0	0.0	0.0	27.0092	0.0	0.0	1.04045	8.74307	9.4398	2.43504	0.0	8.08718	0.0	0.0	0.0	1.15947	0.0	4.39627	0.0	0.0	0.0	0.0	15.8249	0.0	0.0	0.137064	0.22963	0.0	0.316536	0.265314	0.0703888	0.0	14.9173	0.0	4.36258	0.0	0.0	0.0	16.6966	1.71988	19.5654	11.3625	0.0
